transaction_date,region,transaction_count,total_amount_usd_equivalent,average_transaction_amount,successful_transactions,failed_transactions,unique_users
2022-05-01,North America East,2,3616.4399999999996,1808.2199999999998,2,0,2
2022-05-01,North America West,1,3516.16,3516.16,1,0,1
2022-01-17,North America East,1,609.55,609.55,1,0,1
2022-01-17,APAC,1,2756.47,2756.47,1,0,1
2022-01-17,Europe Central,1,3775.78,3775.78,0,1,1
2024-05-05,North America East,1,211.95,211.95,1,0,1
2024-05-05,North America West,1,3358.17,3358.17,0,1,1
2022-11-10,North America West,2,6026.9500000000007,3013.4750000000004,2,0,2
2022-11-10,APAC,1,2385.23,2385.23,1,0,1
2022-11-10,Europe West,1,2680.14,2680.14,1,0,1
2023-09-01,APAC,1,1144.77,1144.77,1,0,1
2023-09-01,North America East,1,4014.08,4014.08,1,0,1
2022-12-01,North America West,1,2256.87,2256.87,0,0,1
2022-12-01,Europe West,1,4598.96,4598.96,0,0,1
2022-12-01,Europe Central,1,2789.57,2789.57,0,0,1
2022-12-01,North America East,2,5211.1,2605.55,1,0,2
2024-08-23,North America West,1,3674.87,3674.87,1,0,1
2024-08-23,North America East,1,216.93,216.93,1,0,1
2024-08-23,APAC,1,1656.31,1656.31,1,0,1
2024-08-23,Europe West,1,3591.09,3591.09,1,0,1
2024-02-25,Europe Central,2,6215.71,3107.855,2,0,2
2024-02-25,North America East,3,8716.7799999999988,2905.5933333333332,2,0,3
2022-05-24,Europe Central,1,2595.28,2595.28,1,0,1
2022-08-28,Europe Central,1,1541.34,1541.34,1,0,1
2022-08-28,APAC,1,3438.11,3438.11,1,0,1
2022-08-28,North America West,1,2682.08,2682.08,1,0,1
2025-01-27,Europe Central,1,1094.39,1094.39,0,1,1
2024-02-18,North America East,3,6565.1099999999988,2188.37,3,0,3
2024-02-18,Europe West,1,642.32,642.32,1,0,1
2024-02-18,Europe Central,1,3346.11,3346.11,1,0,1
2022-12-08,Europe Central,1,1394.35,1394.35,1,0,1
2024-02-26,Europe Central,2,1986.17,993.08499999999992,2,0,2
2024-02-26,North America East,1,796.45,796.45,1,0,1
2024-02-26,APAC,1,4951.03,4951.03,1,0,1
2024-02-26,Europe West,1,3082.63,3082.63,0,1,1
2024-02-26,North America West,4,4259.63,1064.9075,3,1,4
2024-07-20,Europe Central,1,1499.09,1499.09,1,0,1
2024-07-20,Europe West,1,3005.37,3005.37,1,0,1
2024-07-20,North America East,1,2394.6,2394.6,1,0,1
2022-03-06,Europe Central,4,11020.27,2755.0674999999997,3,1,4
2024-10-17,North America West,1,4357.31,4357.31,1,0,1
2024-10-17,Europe West,1,851.61,851.61,1,0,1
2024-10-17,Europe Central,1,1308.17,1308.17,0,0,1
2023-02-06,North America East,2,6091,3045.5,1,0,2
2023-02-06,North America West,1,4377.31,4377.31,1,0,1
2023-02-06,Europe Central,1,4975.25,4975.25,1,0,1
2025-02-12,Europe Central,1,334.59,334.59,1,0,1
2025-02-12,Europe West,1,4086.69,4086.69,1,0,1
2025-02-12,North America West,1,2184.8,2184.8,1,0,1
2025-02-12,North America East,2,5957.99,2978.995,1,0,2
2025-02-12,APAC,2,6970.9,3485.45,2,0,2
2022-08-02,APAC,1,1897.38,1897.38,1,0,1
2022-08-02,Europe Central,2,4339.85,2169.925,2,0,2
2023-01-29,APAC,1,633.39,633.39,1,0,1
2023-01-29,Europe Central,1,3185.73,3185.73,1,0,1
2022-04-12,North America East,1,3509.65,3509.65,1,0,1
2022-04-12,North America West,1,401.09,401.09,1,0,1
2022-04-12,APAC,1,1047.96,1047.96,1,0,1
2022-04-12,Europe West,2,5888.12,2944.06,2,0,2
2024-01-16,North America East,1,2018.11,2018.11,1,0,1
2024-01-16,North America West,1,3486.07,3486.07,1,0,1
2024-01-16,Europe West,1,4203.83,4203.83,1,0,1
2024-01-16,Europe Central,1,4562.27,4562.27,0,1,1
2024-05-26,North America East,1,1231.88,1231.88,1,0,1
2024-05-26,North America West,1,3389.78,3389.78,1,0,1
2024-05-26,APAC,1,1071.48,1071.48,1,0,1
2024-05-06,APAC,1,4259.22,4259.22,0,1,1
2024-05-06,North America East,3,8908.82,2969.6066666666666,2,1,3
2024-05-06,Europe West,3,5504.9900000000007,1834.9966666666669,1,1,3
2025-01-04,North America West,1,3174.41,3174.41,1,0,1
2024-02-22,APAC,1,4197.13,4197.13,1,0,1
2024-02-22,North America East,1,3562.02,3562.02,0,0,1
2024-02-22,North America West,2,7254.5700000000006,3627.2850000000003,2,0,2
2024-03-25,Europe West,1,3294.31,3294.31,1,0,1
2024-03-25,Europe Central,1,1637.6,1637.6,1,0,1
2024-03-25,North America East,1,3914.3,3914.3,1,0,1
2024-03-25,North America West,2,8179.25,4089.625,2,0,2
2024-12-04,Europe Central,1,4484.68,4484.68,0,1,1
2024-12-04,North America East,1,2599.59,2599.59,1,0,1
2024-12-04,North America West,2,2139.5,1069.75,2,0,2
2024-02-19,Europe West,1,4119.28,4119.28,1,0,1
2024-02-19,Europe Central,1,4246.03,4246.03,0,1,1
2022-03-03,North America West,1,2901.78,2901.78,1,0,1
2022-03-03,North America East,1,4839.43,4839.43,1,0,1
2022-03-03,Europe Central,2,5695.6,2847.8,1,0,2
2022-01-13,Europe Central,1,1949.61,1949.61,1,0,1
2022-01-13,APAC,1,4175.69,4175.69,1,0,1
2022-01-13,North America East,3,7123.59,2374.53,2,0,3
2023-07-07,North America East,3,9085.4000000000015,3028.4666666666667,2,0,3
2022-12-21,APAC,1,18.72,18.72,1,0,1
2022-12-21,North America East,2,2655.7,1327.85,2,0,2
2022-12-21,Europe West,2,6318.91,3159.455,2,0,2
2022-12-21,Europe Central,2,7393.68,3696.84,2,0,2
2024-05-02,Europe West,2,4776.56,2388.28,2,0,2
2024-05-02,North America East,2,3915.34,1957.67,2,0,2
2022-04-30,Europe Central,1,1385.21,1385.21,1,0,1
2022-04-30,North America West,1,1651.19,1651.19,1,0,1
2022-04-30,North America East,1,2608.01,2608.01,1,0,1
2024-01-13,Europe Central,2,8274.369999999999,4137.1849999999995,2,0,2
2024-01-13,APAC,1,1114.61,1114.61,0,0,1
2024-10-30,North America West,3,8311.89,2770.63,3,0,3
2024-10-30,Europe Central,1,3314.39,3314.39,1,0,1
2024-10-30,Europe West,1,4996.77,4996.77,1,0,1
2024-10-30,North America East,1,2577.85,2577.85,1,0,1
2024-07-16,Europe West,2,5448.52,2724.26,1,0,2
2024-07-16,North America East,1,344.49,344.49,1,0,1
2024-06-12,North America West,1,1360.31,1360.31,1,0,1
2024-06-12,North America East,2,7542.57,3771.285,1,0,2
2024-06-12,Europe West,2,7151.6299999999992,3575.8149999999996,2,0,2
2024-06-09,North America West,2,3213.02,1606.51,2,0,2
2024-06-09,Europe West,2,3418.92,1709.46,2,0,2
2024-06-09,Europe Central,1,2539.95,2539.95,0,1,1
2024-08-25,North America West,1,4008.92,4008.92,0,0,1
2024-08-25,Europe West,1,657.39,657.39,1,0,1
2024-08-25,North America East,1,4699.24,4699.24,1,0,1
2024-08-25,APAC,2,3747.46,1873.73,1,0,2
2024-03-27,Europe Central,1,869.16,869.16,1,0,1
2024-03-27,North America West,1,3643.97,3643.97,1,0,1
2024-03-27,Europe West,2,9420.39,4710.195,1,1,2
2024-03-27,North America East,4,12947.920000000002,3236.9800000000005,2,0,4
2023-06-27,North America West,1,1443.8,1443.8,1,0,1
2023-06-27,APAC,2,1746.05,873.025,1,0,2
2023-06-27,Europe Central,2,4702,2351,2,0,2
2025-02-11,North America East,1,2243.11,2243.11,1,0,1
2025-02-11,North America West,1,3531.6,3531.6,1,0,1
2024-10-24,Europe Central,5,10420.99,2084.198,3,1,5
2024-10-24,North America East,2,1098.24,549.12,1,1,2
2024-10-24,Europe West,1,795.34,795.34,1,0,1
2024-10-24,North America West,2,6958.130000000001,3479.0650000000005,1,0,2
2024-05-23,North America East,3,8384.8,2794.9333333333334,3,0,3
2024-05-23,Europe West,1,708.08,708.08,1,0,1
2022-01-12,North America East,4,10692.269999999999,2673.0674999999997,4,0,4
2022-01-12,North America West,3,5251.09,1750.3633333333332,1,0,3
2023-07-31,APAC,1,426.12,426.12,0,0,1
2023-07-31,North America East,1,744.89,744.89,1,0,1
2023-07-31,Europe West,1,4594.81,4594.81,0,1,1
2023-07-31,North America West,2,4601.35,2300.675,1,1,2
2022-10-03,Europe West,1,1504.97,1504.97,1,0,1
2022-10-03,North America East,2,4035.95,2017.9750000000001,1,0,2
2022-10-03,APAC,2,9472.29,4736.145,1,1,2
2022-10-03,Europe Central,2,4960.84,2480.42,1,1,2
2024-02-23,Europe Central,1,4079.48,4079.48,0,0,1
2024-02-23,North America West,1,878.22,878.22,1,0,1
2024-02-23,North America East,1,3162.04,3162.04,1,0,1
2024-02-23,APAC,2,2578.12,1289.06,1,1,2
2023-04-04,APAC,2,6626.9699999999993,3313.4849999999997,1,0,2
2023-04-04,Europe Central,1,4621,4621,1,0,1
2024-11-30,Europe Central,2,4058.71,2029.355,2,0,2
2024-11-30,Europe West,2,8794.8,4397.4,1,1,2
2024-07-17,Europe Central,1,2463.03,2463.03,0,1,1
2024-07-17,North America East,1,755.9,755.9,1,0,1
2024-07-17,Europe West,2,3432.13,1716.065,1,1,2
2024-08-21,North America East,1,1117.07,1117.07,0,1,1
2024-08-21,Europe West,1,2466.78,2466.78,1,0,1
2024-08-21,Europe Central,1,4592.45,4592.45,1,0,1
2024-08-21,APAC,2,4464.93,2232.465,1,0,2
2022-06-18,North America East,2,6699.1799999999994,3349.5899999999997,2,0,2
2022-06-18,Europe Central,1,1867.12,1867.12,1,0,1
2022-06-18,Europe West,1,1371.09,1371.09,1,0,1
2022-06-18,APAC,1,2562.01,2562.01,1,0,1
2023-02-17,Europe Central,2,6195.09,3097.545,2,0,2
2024-06-13,APAC,1,3842.41,3842.41,0,0,1
2024-06-13,Europe Central,1,2627.51,2627.51,1,0,1
2024-06-13,North America West,2,6375.7800000000007,3187.8900000000003,1,0,2
2024-06-13,North America East,4,12039.47,3009.8675,4,0,4
2024-03-26,APAC,1,1062.07,1062.07,0,1,1
2024-03-26,North America East,1,1900.33,1900.33,1,0,1
2024-03-26,North America West,1,2879.04,2879.04,1,0,1
2024-03-26,Europe Central,1,1352.66,1352.66,1,0,1
2024-03-26,Europe West,2,4230.0199999999995,2115.01,2,0,2
2024-07-18,North America East,1,1758.36,1758.36,0,0,1
2022-06-30,North America West,1,4771.25,4771.25,1,0,1
2022-06-30,Europe Central,1,4114.52,4114.52,0,0,1
2023-11-28,North America West,1,1076.69,1076.69,1,0,1
2023-11-28,North America East,2,7241.52,3620.76,2,0,2
2023-11-28,Europe West,3,7931.43,2643.81,3,0,3
2022-01-19,North America West,2,6914.68,3457.34,1,0,2
2022-01-19,North America East,1,3739.82,3739.82,1,0,1
2022-01-19,Europe West,1,1180.94,1180.94,1,0,1
2022-01-19,Europe Central,1,882.77,882.77,1,0,1
2022-05-25,North America East,1,451.86,451.86,0,1,1
2022-05-25,Europe West,1,2504.11,2504.11,1,0,1
2022-05-25,Europe Central,1,4019.97,4019.97,1,0,1
2022-04-13,APAC,3,9226.35,3075.45,3,0,3
2022-04-13,North America East,2,4994.63,2497.315,1,0,2
2022-04-13,Europe Central,2,1277.12,638.56000000000006,1,0,2
2022-04-13,Europe West,1,1060.48,1060.48,1,0,1
2023-04-01,Europe West,1,1304.27,1304.27,1,0,1
2023-04-01,North America West,1,2614.16,2614.16,1,0,1
2023-04-01,Europe Central,1,3776.41,3776.41,1,0,1
2023-04-01,North America East,1,1873.62,1873.62,0,1,1
2023-01-09,North America West,1,2872.45,2872.45,1,0,1
2023-01-09,APAC,1,115.12,115.12,1,0,1
2025-01-09,North America West,1,1831.05,1831.05,1,0,1
2025-01-09,North America East,1,1137.49,1137.49,1,0,1
2025-01-09,Europe West,2,7406.78,3703.39,2,0,2
2025-01-09,APAC,2,2754.12,1377.06,2,0,2
2023-04-22,North America East,1,4280.26,4280.26,1,0,1
2023-04-22,Europe West,1,3550.02,3550.02,1,0,1
2023-04-22,North America West,1,4839.04,4839.04,1,0,1
2023-04-22,Europe Central,1,1691.9,1691.9,0,1,1
2023-12-18,Europe West,1,4117.73,4117.73,1,0,1
2023-12-18,North America West,1,2408.89,2408.89,1,0,1
2023-11-26,Europe West,1,1956.32,1956.32,1,0,1
2023-11-26,North America East,4,6568.9000000000005,1642.2250000000004,4,0,3
2023-11-26,Europe Central,3,8996.11,2998.7033333333334,3,0,3
2023-11-26,North America West,2,3180.29,1590.145,0,1,2
2022-08-20,North America East,1,548.43,548.43,0,1,1
2022-08-20,Europe Central,1,3160.33,3160.33,1,0,1
2022-08-20,Europe West,1,4269.09,4269.09,1,0,1
2022-08-20,APAC,1,1275.97,1275.97,1,0,1
2023-12-10,North America East,2,2200.94,1100.4699999999998,1,0,2
2023-12-10,North America West,1,2109.16,2109.16,1,0,1
2023-08-17,North America East,3,4322.19,1440.73,3,0,3
2023-08-17,APAC,1,1104.54,1104.54,0,0,1
2023-08-17,Europe Central,2,8426.83,4213.415,2,0,2
2023-01-24,Europe West,1,2875.45,2875.45,1,0,1
2023-01-24,North America West,1,4027.35,4027.35,1,0,1
2023-01-24,Europe Central,1,4400.02,4400.02,1,0,1
2023-01-24,APAC,1,4714.94,4714.94,0,0,1
2022-03-04,Europe Central,1,3273.83,3273.83,0,0,1
2022-03-04,Europe West,2,2297.22,1148.61,2,0,2
2024-01-15,APAC,2,5793.48,2896.74,1,1,2
2024-01-15,Europe Central,2,8134.87,4067.435,1,0,2
2025-02-14,APAC,1,4610.93,4610.93,1,0,1
2025-02-14,Europe Central,1,542.15,542.15,0,1,1
2025-02-14,Europe West,2,4901.7,2450.85,2,0,2
2024-10-26,North America East,1,266.59,266.59,1,0,1
2024-10-26,APAC,1,829.79,829.79,1,0,1
2024-10-26,Europe Central,1,3330.93,3330.93,1,0,1
2024-01-14,APAC,1,1725.98,1725.98,1,0,1
2024-01-14,Europe West,1,2760.97,2760.97,1,0,1
2024-01-14,North America West,2,5744.43,2872.215,2,0,2
2025-03-22,APAC,1,1923.85,1923.85,1,0,1
2025-03-22,North America West,1,3623.49,3623.49,1,0,1
2025-03-22,North America East,1,1059.07,1059.07,1,0,1
2025-03-22,Europe West,1,3452.18,3452.18,1,0,1
2022-10-01,APAC,1,19.55,19.55,1,0,1
2022-10-01,Europe West,3,8576.2799999999988,2858.7599999999998,3,0,3
2022-08-05,APAC,1,411,411,0,0,1
2022-08-05,Europe Central,1,347.59,347.59,1,0,1
2022-08-05,North America East,1,4493.81,4493.81,1,0,1
2022-08-05,Europe West,4,8617.05,2154.2625,4,0,4
2024-02-16,North America East,1,2395.06,2395.06,0,0,1
2024-02-16,Europe Central,1,3923.46,3923.46,1,0,1
2024-02-16,APAC,1,497.6,497.6,1,0,1
2024-02-16,Europe West,1,129.72,129.72,1,0,1
2024-02-16,North America West,3,4523.3099999999995,1507.7700000000002,3,0,3
2023-09-08,North America East,2,6983.76,3491.88,2,0,2
2023-09-08,APAC,1,3383.51,3383.51,1,0,1
2024-02-15,APAC,1,3747.36,3747.36,1,0,1
2022-05-09,APAC,1,928.28,928.28,1,0,1
2022-05-09,North America East,1,2181.1,2181.1,1,0,1
2022-05-09,North America West,2,4027.58,2013.79,2,0,2
2022-05-09,Europe West,2,7740.2300000000005,3870.1150000000002,2,0,2
2024-10-20,APAC,1,1040.91,1040.91,1,0,1
2024-10-20,North America East,2,1090.88,545.44,1,1,2
2025-02-17,Europe Central,1,925.97,925.97,1,0,1
2025-02-17,North America West,1,2411.11,2411.11,1,0,1
2025-02-17,Europe West,2,3519.4799999999996,1759.7399999999998,2,0,2
2024-10-27,Europe Central,1,3639.52,3639.52,1,0,1
2024-10-27,APAC,2,1829.1,914.55,2,0,2
2024-10-27,North America West,3,7216.91,2405.6366666666668,2,1,3
2024-01-07,APAC,1,4928.92,4928.92,1,0,1
2022-12-28,North America East,3,5855.8899999999994,1951.9633333333334,3,0,3
2022-12-28,North America West,1,1166.09,1166.09,1,0,1
2023-08-21,APAC,1,2819.87,2819.87,0,1,1
2023-08-21,Europe Central,1,1230.38,1230.38,1,0,1
2023-08-21,North America West,1,2094.25,2094.25,1,0,1
2023-08-21,Europe West,1,2601.44,2601.44,1,0,1
2023-08-21,North America East,3,9652.67,3217.5566666666664,1,1,3
2024-07-23,North America West,1,3008.61,3008.61,1,0,1
2024-07-23,Europe Central,1,2448.15,2448.15,1,0,1
2024-07-23,North America East,1,10.15,10.15,1,0,1
2024-07-23,Europe West,2,4570.88,2285.44,2,0,2
2024-05-04,Europe West,1,267.92,267.92,1,0,1
2024-05-04,North America West,2,3455.6099999999997,1727.8049999999998,1,0,2
2023-02-18,Europe West,1,3372.22,3372.22,1,0,1
2023-02-18,North America West,1,1967.5,1967.5,1,0,1
2023-02-18,North America East,1,4272.69,4272.69,0,1,1
2023-02-18,APAC,1,4870.93,4870.93,0,1,1
2024-06-17,North America East,1,4614.58,4614.58,0,0,1
2024-06-17,North America West,1,1003.07,1003.07,1,0,1
2024-06-17,Europe West,1,2447.52,2447.52,1,0,1
2024-06-17,APAC,2,2689.96,1344.98,1,0,2
2024-06-17,Europe Central,2,5651.6799999999994,2825.84,1,0,2
2023-04-24,Europe West,1,3640.62,3640.62,1,0,1
2023-04-24,North America East,1,294.44,294.44,1,0,1
2023-04-24,Europe Central,1,525.24,525.24,0,0,1
2024-08-24,North America West,2,6912.35,3456.175,2,0,2
2024-08-24,Europe Central,2,7948.3600000000006,3974.1800000000003,1,0,2
2022-03-22,Europe West,1,4921.31,4921.31,1,0,1
2022-03-22,APAC,2,3414.64,1707.32,2,0,2
2022-03-22,North America West,3,4758.84,1586.2800000000002,2,1,3
2022-03-22,North America East,3,8332.29,2777.43,3,0,3
2024-03-20,North America West,1,3448.37,3448.37,1,0,1
2024-03-20,APAC,1,3036.09,3036.09,1,0,1
2024-03-20,Europe Central,2,5134.3,2567.15,2,0,2
2024-03-20,Europe West,4,7287.38,1821.845,4,0,4
2022-08-04,North America East,1,800.35,800.35,0,1,1
2022-08-04,Europe West,1,382.54,382.54,0,0,1
2022-08-04,North America West,2,6077.4599999999991,3038.7299999999996,2,0,2
2024-08-02,Europe West,1,4563.92,4563.92,1,0,1
2024-08-02,APAC,1,443.49,443.49,1,0,1
2023-06-28,North America East,1,1696.82,1696.82,1,0,1
2023-06-28,Europe West,1,1710.3,1710.3,1,0,1
2023-06-28,Europe Central,1,4310.01,4310.01,1,0,1
2023-06-28,APAC,1,2551.65,2551.65,1,0,1
2022-09-30,North America East,1,4409.51,4409.51,1,0,1
2023-07-15,North America East,4,8991.02,2247.755,3,0,4
2023-07-15,APAC,2,8158.55,4079.275,2,0,2
2023-07-15,Europe West,1,2995.78,2995.78,1,0,1
2023-07-15,North America West,1,912.33,912.33,1,0,1
2022-02-18,Europe West,1,2889.54,2889.54,1,0,1
2022-02-18,APAC,2,5197.98,2598.99,1,0,2
2024-06-04,North America West,1,4906.17,4906.17,1,0,1
2024-06-04,Europe Central,2,5822.1399999999994,2911.0699999999997,1,1,2
2024-06-04,Europe West,2,4477.16,2238.58,2,0,2
2022-11-19,North America West,1,1848.37,1848.37,0,0,1
2022-11-19,Europe Central,2,5132.37,2566.185,1,0,2
2022-11-19,APAC,2,6146.92,3073.46,1,0,2
2022-10-07,APAC,1,622.32,622.32,1,0,1
2022-10-07,North America East,1,2736.49,2736.49,1,0,1
2022-10-07,North America West,1,4879.22,4879.22,0,1,1
2022-10-07,Europe Central,1,4869.37,4869.37,0,1,1
2023-06-25,Europe West,1,477.8,477.8,1,0,1
2023-06-25,APAC,1,617.12,617.12,1,0,1
2023-06-25,Europe Central,1,86.3,86.3,1,0,1
2023-06-25,North America West,3,6582.52,2194.1733333333332,1,0,3
2024-03-21,Europe West,2,3204.8399999999997,1602.42,2,0,2
2024-03-21,APAC,1,1974.44,1974.44,0,0,1
2022-10-24,North America East,2,831.89,415.945,2,0,2
2022-10-24,APAC,1,2748.28,2748.28,1,0,1
2023-01-28,North America West,2,6570.27,3285.135,2,0,2
2023-01-28,APAC,1,272.49,272.49,0,1,1
2023-07-06,APAC,2,6207.15,3103.575,2,0,2
2022-05-04,North America West,1,1739.12,1739.12,1,0,1
2022-05-04,Europe Central,1,1844.43,1844.43,1,0,1
2022-05-04,North America East,1,4799.89,4799.89,1,0,1
2022-05-04,APAC,1,1347.97,1347.97,0,1,1
2024-07-24,North America East,2,1615.81,807.905,2,0,2
2024-07-24,APAC,1,784.49,784.49,1,0,1
2023-04-30,Europe West,1,2171.1,2171.1,1,0,1
2023-04-30,North America West,2,5756.9,2878.45,2,0,2
2022-10-23,APAC,1,173.09,173.09,0,0,1
2022-10-23,Europe Central,1,1691.88,1691.88,1,0,1
2022-10-23,Europe West,1,2365.45,2365.45,1,0,1
2022-10-23,North America West,1,615.63,615.63,1,0,1
2022-10-23,North America East,2,4275.7,2137.85,2,0,2
2023-12-13,North America West,1,1947.06,1947.06,1,0,1
2023-12-13,North America East,3,8520.71,2840.2366666666667,3,0,3
2023-07-13,Europe Central,1,2604.82,2604.82,1,0,1
2023-07-13,North America West,1,158.92,158.92,1,0,1
2023-07-13,North America East,4,18273.85,4568.4625,3,0,4
2024-03-23,Europe West,1,3088.98,3088.98,1,0,1
2024-03-23,North America West,2,3364.27,1682.135,1,0,2
2024-03-23,North America East,2,4629.3,2314.65,2,0,2
2022-11-12,North America East,1,3590.2,3590.2,1,0,1
2022-11-12,Europe West,1,2741.16,2741.16,0,1,1
2022-11-12,North America West,2,4504.3899999999994,2252.1949999999997,1,1,2
2024-07-11,North America East,1,2557.41,2557.41,1,0,1
2024-07-11,Europe Central,2,4701.72,2350.86,1,0,2
2024-07-11,Europe West,2,6169.28,3084.6400000000003,2,0,2
2024-07-12,North America East,1,634.3,634.3,1,0,1
2024-07-12,North America West,1,2773.98,2773.98,1,0,1
2024-02-21,North America West,2,5980.0300000000007,2990.0150000000003,0,0,2
2024-02-21,North America East,1,332.66,332.66,0,1,1
2024-02-21,APAC,1,3774.69,3774.69,0,0,1
2024-02-21,Europe West,1,1980.64,1980.64,1,0,1
2024-02-21,Europe Central,1,1875.12,1875.12,1,0,1
2023-06-08,Europe Central,1,2250.29,2250.29,0,0,1
2023-06-08,Europe West,1,4797.34,4797.34,1,0,1
2023-01-08,North America East,3,9312.61,3104.2033333333334,3,0,3
2023-01-08,Europe West,1,1718.36,1718.36,1,0,1
2022-03-10,Europe Central,1,1201.6,1201.6,1,0,1
2022-03-10,Europe West,1,3881.66,3881.66,1,0,1
2022-03-10,APAC,1,1572.62,1572.62,0,0,1
2022-03-10,North America East,1,2076.84,2076.84,0,1,1
2022-06-07,APAC,1,3567.09,3567.09,1,0,1
2022-06-07,Europe Central,2,4373.51,2186.755,2,0,2
2022-07-16,North America West,1,2810.4,2810.4,1,0,1
2022-07-16,APAC,1,3346.29,3346.29,1,0,1
2022-07-16,Europe West,1,4056.54,4056.54,1,0,1
2022-07-16,Europe Central,1,2510.86,2510.86,0,0,1
2022-07-16,North America East,2,3302.89,1651.445,0,1,2
2023-01-27,Europe Central,1,4945.01,4945.01,1,0,1
2023-01-27,Europe West,2,2423.63,1211.815,1,0,2
2023-01-27,APAC,2,2822.4,1411.2,1,1,2
2022-12-22,Europe Central,1,2692.95,2692.95,0,0,1
2024-10-04,APAC,1,3264.48,3264.48,1,0,1
2024-10-04,Europe Central,1,4758.79,4758.79,1,0,1
2024-07-15,North America West,1,3114.59,3114.59,1,0,1
2024-07-15,Europe West,1,916.16,916.16,1,0,1
2024-07-15,APAC,1,53.02,53.02,1,0,1
2024-07-15,Europe Central,2,652.68000000000006,326.34000000000003,2,0,2
2023-10-29,North America East,1,739.02,739.02,0,1,1
2023-10-29,North America West,2,5255.16,2627.58,1,1,2
2023-10-29,APAC,2,3921.47,1960.735,1,1,2
2022-11-18,Europe Central,1,1401.04,1401.04,1,0,1
2022-11-18,North America West,1,2750.48,2750.48,0,0,1
2022-11-18,Europe West,3,5172.34,1724.1133333333332,2,0,3
2024-11-11,Europe West,1,1900.27,1900.27,1,0,1
2024-06-07,Europe West,2,1218.67,609.335,1,0,2
2022-03-09,North America West,1,111.26,111.26,1,0,1
2022-03-09,Europe West,1,2278.37,2278.37,1,0,1
2022-03-09,Europe Central,1,565.63,565.63,0,1,1
2024-09-30,Europe Central,1,4958.58,4958.58,0,1,1
2024-09-30,North America East,1,3389.49,3389.49,0,0,1
2024-09-10,Europe West,1,3787.99,3787.99,0,0,1
2024-09-10,North America East,3,9322.17,3107.39,1,0,3
2024-11-14,North America East,1,1556.85,1556.85,1,0,1
2024-11-14,APAC,1,1404.88,1404.88,1,0,1
2024-11-14,Europe Central,1,776.71,776.71,1,0,1
2022-08-27,Europe West,1,852.37,852.37,0,1,1
2022-08-27,North America West,1,1300.81,1300.81,0,0,1
2022-08-27,APAC,1,523.68,523.68,1,0,1
2022-08-27,Europe Central,2,8586.69,4293.345,1,0,2
2022-08-27,North America East,3,7364.869999999999,2454.9566666666665,3,0,3
2023-12-31,Europe Central,1,4545.71,4545.71,0,1,1
2023-12-31,APAC,1,3855.75,3855.75,1,0,1
2023-12-31,North America West,1,3076.37,3076.37,1,0,1
2023-12-31,North America East,1,187.21,187.21,1,0,1
2024-11-15,Europe Central,1,2306.34,2306.34,1,0,1
2024-11-15,North America East,2,4549.34,2274.67,2,0,2
2024-10-25,APAC,1,4498.46,4498.46,0,0,1
2024-10-25,Europe West,1,1657.93,1657.93,1,0,1
2024-10-25,Europe Central,1,1651.38,1651.38,1,0,1
2025-03-23,North America East,1,4598.98,4598.98,0,0,1
2025-03-23,Europe Central,1,2567.72,2567.72,1,0,1
2025-03-23,APAC,1,1418.47,1418.47,1,0,1
2025-03-23,North America West,2,2215.37,1107.685,2,0,2
2023-01-01,APAC,1,3845.36,3845.36,1,0,1
2023-01-01,North America West,4,12519.84,3129.96,2,1,3
2022-08-26,North America East,1,368.51,368.51,1,0,1
2022-08-26,APAC,2,7549.49,3774.745,1,0,2
2022-01-30,Europe Central,2,2602.05,1301.025,2,0,2
2022-01-30,North America East,1,2012.34,2012.34,1,0,1
2022-01-30,North America West,1,3610.51,3610.51,0,0,1
2023-06-19,North America West,2,4605.62,2302.81,2,0,2
2023-06-19,Europe Central,1,2005.18,2005.18,0,0,1
2025-01-01,North America West,1,1276.61,1276.61,1,0,1
2025-01-01,Europe Central,1,1172.67,1172.67,0,0,1
2025-01-01,APAC,2,1515.74,757.87,2,0,2
2025-01-01,Europe West,4,9284.5399999999991,2321.135,3,0,4
2022-06-08,Europe West,2,5066.72,2533.36,2,0,2
2022-06-08,North America East,1,3305.52,3305.52,1,0,1
2024-11-10,Europe West,1,3182.58,3182.58,1,0,1
2024-11-10,North America West,1,895.45,895.45,1,0,1
2022-11-15,North America West,1,1765.45,1765.45,1,0,1
2022-11-15,Europe Central,1,815.72,815.72,1,0,1
2022-11-15,Europe West,1,1077.75,1077.75,1,0,1
2023-11-29,Europe West,2,2351.61,1175.805,2,0,2
2023-11-29,Europe Central,2,3611.55,1805.775,2,0,2
2023-11-29,North America West,1,2027.91,2027.91,0,0,1
2023-11-29,North America East,1,2974.65,2974.65,0,1,1
2023-04-25,Europe West,1,1185.01,1185.01,0,1,1
2023-04-25,North America East,1,3245.23,3245.23,1,0,1
2022-09-11,Europe West,2,4626.26,2313.13,2,0,2
2022-09-11,North America West,1,2498.46,2498.46,0,0,1
2022-09-11,North America East,1,3493.41,3493.41,1,0,1
2023-08-22,Europe Central,1,2871.18,2871.18,1,0,1
2023-08-22,APAC,1,4356.81,4356.81,1,0,1
2023-08-22,Europe West,1,31.34,31.34,1,0,1
2023-08-22,North America East,1,3412.5,3412.5,0,0,1
2022-02-16,North America West,2,8602.0600000000013,4301.0300000000007,2,0,2
