transaction_date,country,transaction_count,total_amount_usd_equivalent,average_transaction_amount,successful_transactions,failed_transactions,unique_users
2022-05-06,USA,1,2674,2674,1,0,1
2022-05-06,UK,2,4178.91,2089.455,1,0,2
2022-05-06,Australia,2,3185.87,1592.935,1,0,2
2022-05-06,Japan,2,4744.79,2372.395,1,1,2
2024-06-25,France,2,5242.97,2621.485,2,0,2
2024-06-25,USA,1,3753.82,3753.82,0,0,1
2024-06-25,UK,1,4188.68,4188.68,1,0,1
2024-08-23,Canada,1,216.93,216.93,1,0,1
2024-08-23,UK,1,3591.09,3591.09,1,0,1
2024-08-23,Japan,1,1656.31,1656.31,1,0,1
2024-08-23,USA,1,3674.87,3674.87,1,0,1
2025-01-15,Canada,1,663.84,663.84,0,1,1
2025-01-15,Japan,1,4831.73,4831.73,1,0,1
2025-01-15,France,1,630.92,630.92,1,0,1
2025-01-15,USA,3,3946.9300000000003,1315.6433333333334,1,2,3
2023-05-07,Canada,3,3166.75,1055.5833333333333,2,0,2
2023-05-07,Japan,1,3814.4,3814.4,1,0,1
2023-05-07,UK,1,3465.81,3465.81,0,0,1
2022-10-10,Germany,3,4610.24,1536.7466666666667,3,0,3
2022-10-10,Japan,1,4550.47,4550.47,1,0,1
2022-10-10,UK,1,1461.27,1461.27,1,0,1
2022-10-10,USA,1,1184.4,1184.4,1,0,1
2022-04-14,Canada,2,740.64,370.31999999999994,1,0,2
2022-04-14,Germany,2,4508.21,2254.1049999999996,1,0,2
2022-04-14,USA,3,9608.89,3202.9633333333331,1,1,3
2022-04-14,France,3,8215.2,2738.4,2,1,3
2023-10-28,Japan,2,1679.3400000000001,839.67000000000007,2,0,2
2023-10-28,France,2,7044.5399999999991,3522.2699999999995,1,1,2
2023-10-28,USA,1,1009.6,1009.6,1,0,1
2024-01-30,Germany,1,565.54,565.54,1,0,1
2024-09-09,USA,3,6859.4900000000007,2286.4966666666669,3,0,3
2024-09-09,France,2,8046.86,4023.43,1,1,2
2023-05-26,Canada,1,4801.05,4801.05,0,1,1
2023-05-26,UK,1,1099.03,1099.03,0,0,1
2022-08-03,Canada,1,3574.36,3574.36,0,0,1
2022-08-03,USA,1,4533.81,4533.81,0,1,1
2022-08-03,France,1,4419.29,4419.29,1,0,1
2022-08-03,UK,2,2938.6400000000003,1469.3200000000002,2,0,2
2022-08-03,Japan,2,4727.9400000000005,2363.9700000000003,2,0,2
2022-10-12,France,2,6362.2,3181.1,1,1,2
2022-10-12,USA,2,2588.7,1294.35,2,0,2
2022-10-12,Canada,2,6914.7900000000009,3457.3950000000004,2,0,2
2022-10-12,Germany,1,1902.51,1902.51,1,0,1
2022-10-02,Australia,1,2787.96,2787.96,1,0,1
2022-10-02,Germany,1,3704.71,3704.71,1,0,1
2022-10-02,USA,1,4545.63,4545.63,1,0,1
2023-05-08,France,1,521.39,521.39,1,0,1
2023-05-08,Canada,2,7164.8099999999995,3582.4049999999997,1,1,2
2023-05-08,Japan,2,2211.66,1105.83,1,1,2
2023-07-21,Germany,2,6075.46,3037.73,2,0,2
2023-07-21,USA,1,1918.56,1918.56,1,0,1
2022-03-08,France,1,3181.41,3181.41,0,0,1
2022-03-08,Canada,1,4983.73,4983.73,0,0,1
2022-03-08,Japan,1,3185.92,3185.92,1,0,1
2022-03-08,USA,1,693.12,693.12,1,0,1
2022-03-08,Australia,2,5744.23,2872.115,2,0,2
2024-09-06,Germany,2,6544.6399999999994,3272.3199999999997,2,0,2
2024-09-06,USA,2,1079.5900000000001,539.79500000000007,2,0,2
2024-09-06,Japan,1,2903.45,2903.45,1,0,1
2024-09-06,UK,1,1371.26,1371.26,1,0,1
2024-09-06,Canada,4,4864.91,1216.2275,3,0,4
2022-03-10,Japan,1,1572.62,1572.62,0,0,1
2022-03-10,USA,1,2076.84,2076.84,0,1,1
2022-03-10,France,1,1201.6,1201.6,1,0,1
2022-03-10,UK,1,3881.66,3881.66,1,0,1
2023-08-27,Germany,1,1604.74,1604.74,1,0,1
2023-08-27,Japan,2,2467.74,1233.87,2,0,2
2023-08-20,France,2,7688.24,3844.12,1,1,2
2023-08-20,USA,2,8010.33,4005.165,1,1,2
2023-08-20,Canada,1,2994.84,2994.84,1,0,1
2023-01-14,Australia,1,1203.91,1203.91,0,0,1
2023-01-14,France,2,2652.7999999999997,1326.3999999999999,1,0,2
2023-01-14,Japan,1,379.18,379.18,1,0,1
2023-01-14,Canada,1,4365.57,4365.57,1,0,1
2023-01-14,UK,1,1066.12,1066.12,0,1,1
2023-01-14,USA,1,2071.82,2071.82,0,1,1
2022-05-28,France,1,286.14,286.14,1,0,1
2022-05-28,Canada,2,1600.56,800.28,1,0,2
2022-05-28,UK,2,7438.43,3719.215,2,0,2
2022-02-08,France,1,1607.82,1607.82,1,0,1
2022-02-08,Japan,1,1163.7,1163.7,0,0,1
2022-02-08,Germany,2,3737.3500000000004,1868.6750000000002,2,0,2
2022-02-08,Canada,2,7813.2,3906.6,2,0,2
2023-11-29,USA,2,5002.56,2501.28,0,1,2
2023-11-29,France,2,3611.55,1805.775,2,0,2
2023-11-29,Germany,2,2351.61,1175.805,2,0,2
2023-04-10,USA,1,2348.34,2348.34,0,0,1
2023-04-10,Japan,1,2658.14,2658.14,1,0,1
2023-04-10,France,1,1837.84,1837.84,0,1,1
2024-04-03,Canada,2,8970.9199999999983,4485.4599999999991,1,1,2
2024-04-03,Germany,1,4483.09,4483.09,1,0,1
2024-04-03,France,1,983.02,983.02,1,0,1
2024-05-11,France,2,5647.77,2823.885,2,0,2
2024-07-30,Japan,2,5271.49,2635.745,1,1,2
2024-07-30,USA,1,1949.71,1949.71,0,0,1
2024-07-30,Canada,1,630.19,630.19,0,0,1
2023-08-21,Germany,1,1230.38,1230.38,1,0,1
2023-08-21,UK,1,2601.44,2601.44,1,0,1
2023-08-21,Japan,1,2819.87,2819.87,0,1,1
2023-08-21,USA,4,11746.92,2936.73,2,1,4
2022-12-26,USA,2,6989.63,3494.815,2,0,2
2022-04-03,USA,1,3052.41,3052.41,0,1,1
2022-04-03,Germany,1,2060.86,2060.86,1,0,1
2022-04-03,Canada,2,4422.88,2211.44,2,0,2
2023-03-08,Germany,1,3321.39,3321.39,1,0,1
2023-03-08,Australia,1,4206.97,4206.97,0,0,1
2024-07-10,UK,1,4703.98,4703.98,0,0,1
2024-07-10,France,1,3061.8,3061.8,0,0,1
2024-07-10,Germany,1,1831.54,1831.54,0,1,1
2024-07-10,Japan,2,5730.57,2865.285,2,0,2
2023-10-03,Canada,1,4797.21,4797.21,1,0,1
2024-11-01,Canada,1,2820.34,2820.34,0,0,1
2024-11-01,France,1,3782.84,3782.84,1,0,1
2024-11-01,Germany,1,892.34,892.34,1,0,1
2024-11-01,Japan,1,1547.04,1547.04,1,0,1
2024-12-11,Canada,2,2911.79,1455.895,2,0,2
2024-12-11,Japan,1,1235.65,1235.65,0,1,1
2024-03-05,France,1,2974.24,2974.24,0,0,1
2024-03-05,Japan,1,1521.13,1521.13,1,0,1
2024-03-05,Australia,1,2746.42,2746.42,1,0,1
2022-05-04,USA,1,1739.12,1739.12,1,0,1
2022-05-04,Canada,1,4799.89,4799.89,1,0,1
2022-05-04,Germany,1,1844.43,1844.43,1,0,1
2022-05-04,Australia,1,1347.97,1347.97,0,1,1
2022-01-19,France,1,882.77,882.77,1,0,1
2022-01-19,UK,1,1180.94,1180.94,1,0,1
2022-01-19,USA,3,10654.5,3551.5,2,0,3
2024-06-22,Australia,1,3953.56,3953.56,1,0,1
2024-06-22,Canada,1,1912.47,1912.47,1,0,1
2024-06-22,Germany,1,1408.24,1408.24,1,0,1
2024-06-22,USA,1,1036.46,1036.46,1,0,1
2023-08-05,USA,1,960.53,960.53,1,0,1
2023-08-05,France,2,7366.7,3683.35,2,0,2
2024-04-28,Japan,1,1226.21,1226.21,0,0,1
2024-04-28,France,1,2731.24,2731.24,0,1,1
2024-04-28,UK,1,1887.22,1887.22,0,0,1
2024-04-28,USA,2,5981.51,2990.755,2,0,2
2024-04-28,Canada,2,4972.05,2486.025,1,0,2
2024-09-26,Germany,1,4881.04,4881.04,0,0,1
2024-09-26,UK,1,1194.94,1194.94,0,0,1
2024-09-26,Japan,1,1724.61,1724.61,0,0,1
2024-09-26,Canada,1,2747.07,2747.07,1,0,1
2024-03-16,Germany,2,4702.73,2351.365,1,0,2
2024-03-16,UK,1,179.99,179.99,1,0,1
2024-03-16,Australia,1,4192.8,4192.8,1,0,1
2024-03-16,Canada,1,1037.55,1037.55,0,1,1
2025-02-22,USA,1,4684.84,4684.84,1,0,1
2025-02-22,France,1,3715.92,3715.92,1,0,1
2025-02-22,UK,1,4088.62,4088.62,0,0,1
2025-02-22,Germany,2,3476.6,1738.3,2,0,2
2024-04-27,USA,1,3284,3284,0,0,1
2024-04-27,Australia,1,1289.8,1289.8,1,0,1
2025-01-11,Japan,3,8790.94,2930.3133333333335,2,1,3
2025-01-11,Canada,1,297.83,297.83,1,0,1
2025-01-11,UK,1,3610.45,3610.45,1,0,1
2024-04-16,USA,2,3380.07,1690.035,2,0,2
2024-04-16,Germany,2,8176.7000000000007,4088.3500000000004,2,0,2
2024-04-16,France,1,4771.13,4771.13,1,0,1
2023-08-28,Australia,1,2721.83,2721.83,0,0,1
2023-08-28,Japan,1,4790.87,4790.87,1,0,1
2023-08-28,Canada,2,8764.46,4382.23,1,0,2
2023-08-28,Germany,2,5488.83,2744.415,2,0,2
2023-08-28,USA,2,5861.82,2930.91,2,0,2
2023-08-28,UK,2,7878.36,3939.18,2,0,2
2024-12-19,Australia,1,510.73,510.73,0,1,1
2024-12-19,Germany,1,1977.57,1977.57,1,0,1
2025-01-17,Germany,1,1738.36,1738.36,0,1,1
2025-01-17,Canada,1,1763.16,1763.16,0,0,1
2025-01-17,France,1,3452.34,3452.34,1,0,1
2025-01-17,Japan,2,4759.93,2379.965,2,0,2
2022-06-18,Australia,1,2562.01,2562.01,1,0,1
2022-06-18,Germany,1,1371.09,1371.09,1,0,1
2022-06-18,France,1,1867.12,1867.12,1,0,1
2022-06-18,Canada,1,2137.45,2137.45,1,0,1
2022-06-18,USA,1,4561.73,4561.73,1,0,1
2023-12-22,Japan,2,1382.03,691.015,1,0,2
2023-12-22,USA,1,3405.76,3405.76,1,0,1
2023-12-22,UK,1,1481.97,1481.97,1,0,1
2023-12-22,Germany,1,1022.17,1022.17,1,0,1
2023-08-07,Canada,1,4952.27,4952.27,1,0,1
2023-08-07,USA,1,4082.61,4082.61,1,0,1
2022-04-15,Canada,1,1408.04,1408.04,1,0,1
2022-04-15,Australia,1,3443.59,3443.59,1,0,1
2022-04-15,Germany,2,6148.66,3074.33,0,1,2
2023-03-03,USA,1,3725.63,3725.63,1,0,1
2023-03-03,Germany,2,4515.15,2257.575,2,0,2
2023-07-16,USA,1,3391.61,3391.61,1,0,1
2023-07-16,Germany,1,1347.49,1347.49,1,0,1
2023-07-16,Japan,2,591.62,295.81,2,0,2
2023-07-16,Canada,2,6108.45,3054.225,1,1,2
2024-06-09,Germany,2,5102.67,2551.335,1,1,2
2024-06-09,USA,2,3213.02,1606.51,2,0,2
2024-06-09,UK,1,856.2,856.2,1,0,1
2023-10-27,USA,1,4059.42,4059.42,1,0,1
2023-10-27,UK,1,3079.34,3079.34,1,0,1
2023-10-27,Germany,1,1926.33,1926.33,1,0,1
2023-03-09,UK,1,2543.16,2543.16,1,0,1
2023-03-09,Canada,1,2202.65,2202.65,1,0,1
2023-03-09,Germany,1,3715.71,3715.71,1,0,1
2025-03-28,Japan,1,4217.18,4217.18,1,0,1
2025-03-28,Germany,1,1782.57,1782.57,1,0,1
2025-03-28,France,1,2344.92,2344.92,1,0,1
2025-03-28,Australia,1,2395.74,2395.74,1,0,1
2023-03-28,Australia,1,4232.1,4232.1,0,1,1
2023-03-28,Germany,1,3980.49,3980.49,1,0,1
2023-03-28,Japan,1,4620.6,4620.6,1,0,1
2023-03-28,Canada,2,7114.07,3557.035,2,0,2
2024-01-25,Germany,1,2155.89,2155.89,1,0,1
2024-01-25,France,2,8048.01,4024.005,1,1,2
2024-01-25,Australia,2,2361.1800000000003,1180.5900000000001,1,1,2
2023-08-19,UK,1,575.56,575.56,0,0,1
2023-08-19,USA,1,2342.1,2342.1,1,0,1
2023-08-19,France,1,2186.01,2186.01,1,0,1
2023-08-19,Canada,1,1262.09,1262.09,1,0,1
2022-06-11,Japan,1,2107.3,2107.3,1,0,1
2022-06-11,Germany,1,3576.49,3576.49,0,0,1
2022-04-21,Japan,2,1333.78,666.89,2,0,2
2022-04-21,France,2,6747.4500000000007,3373.7250000000004,2,0,2
2022-04-21,UK,1,3214.95,3214.95,1,0,1
2022-04-21,USA,1,2984.07,2984.07,0,1,1
2025-01-22,USA,2,5579.9,2789.95,2,0,2
2025-01-22,Germany,1,1255.16,1255.16,1,0,1
2025-01-22,France,1,1949.82,1949.82,1,0,1
2025-01-13,Germany,1,3936.35,3936.35,1,0,1
2025-01-13,Japan,1,2398.94,2398.94,1,0,1
2022-08-04,Canada,1,800.35,800.35,0,1,1
2022-08-04,Germany,1,382.54,382.54,0,0,1
2022-08-04,Japan,2,6077.4599999999991,3038.7299999999996,2,0,2
2023-01-31,France,1,1576.98,1576.98,0,1,1
2023-09-25,Germany,2,2623.01,1311.505,1,0,2
2023-09-25,USA,1,522.33,522.33,1,0,1
2023-10-01,UK,1,3299.76,3299.76,1,0,1
2023-10-01,Australia,1,3494.13,3494.13,1,0,1
2023-10-01,USA,1,976.59,976.59,1,0,1
2023-10-01,France,1,1085.78,1085.78,1,0,1
2023-10-01,Germany,1,1552.9,1552.9,0,1,1
2023-09-10,Australia,2,6339.07,3169.535,1,0,2
2023-09-10,UK,1,949.7,949.7,1,0,1
2022-08-12,France,1,1542.1,1542.1,1,0,1
2023-03-23,UK,1,4313.84,4313.84,1,0,1
2023-03-23,Germany,1,54.72,54.72,1,0,1
2023-03-23,Canada,2,3743.7099999999996,1871.855,1,1,2
2024-01-24,USA,1,229.69,229.69,1,0,1
2024-01-24,Japan,2,4117,2058.5,1,1,2
2024-01-24,France,2,3397.21,1698.605,0,2,2
2024-01-24,Germany,2,8017.4400000000005,4008.7200000000003,2,0,2
2024-01-24,Canada,2,4639.6399999999994,2319.8199999999997,2,0,2
2024-01-24,Australia,1,2270.38,2270.38,0,0,1
2024-10-02,France,1,1459.91,1459.91,0,1,1
2024-10-02,Japan,1,3622.38,3622.38,1,0,1
2022-08-15,Japan,2,7207.1399999999994,3603.5699999999997,0,2,2
2022-08-15,Australia,1,1291.05,1291.05,1,0,1
2022-08-15,USA,1,1262.93,1262.93,1,0,1
2022-07-01,Australia,1,269.5,269.5,0,0,1
2022-07-01,UK,1,3325.46,3325.46,0,1,1
2022-07-01,USA,1,2804.64,2804.64,1,0,1
2022-05-24,Germany,1,2595.28,2595.28,1,0,1
2024-05-23,USA,1,4445.96,4445.96,1,0,1
2024-05-23,Germany,1,708.08,708.08,1,0,1
2024-05-23,Canada,2,3938.84,1969.42,2,0,2
2023-05-13,Japan,2,3672.94,1836.47,2,0,2
2023-05-13,Canada,2,5118.8099999999995,2559.4049999999997,2,0,2
2023-05-13,Germany,1,2366.54,2366.54,1,0,1
2023-11-10,USA,2,6508.35,3254.175,2,0,2
2023-11-10,France,1,231.41,231.41,1,0,1
2023-11-10,Japan,1,415.95,415.95,1,0,1
2024-11-24,Canada,2,2605.64,1302.82,2,0,2
2025-02-21,Canada,1,2321.15,2321.15,1,0,1
2025-02-21,USA,1,1809.04,1809.04,1,0,1
2024-01-09,Germany,1,4568.82,4568.82,1,0,1
2024-01-09,Australia,1,2772.13,2772.13,0,0,1
2023-09-19,Germany,2,5650.1299999999992,2825.0649999999996,2,0,2
2023-02-12,Australia,1,4075.42,4075.42,1,0,1
2023-02-12,USA,1,3645.02,3645.02,0,0,1
2023-02-12,Canada,3,2986.2,995.4,2,0,3
2022-07-29,UK,1,2745.47,2745.47,1,0,1
2022-07-29,Germany,1,1308.23,1308.23,1,0,1
2022-07-29,Australia,1,2626.77,2626.77,1,0,1
2022-11-26,USA,1,2334.41,2334.41,1,0,1
2022-04-27,Germany,4,7029.8,1757.45,3,0,4
2022-04-27,UK,1,1701.05,1701.05,1,0,1
2023-07-22,USA,1,176.28,176.28,1,0,1
2023-07-22,Canada,1,2161.93,2161.93,0,1,1
2023-07-22,Japan,3,4137.1100000000006,1379.0366666666666,3,0,3
2023-07-22,Australia,3,12412.55,4137.5166666666664,2,0,3
2024-05-14,Japan,1,2887.32,2887.32,1,0,1
2024-05-14,USA,1,2339.9,2339.9,1,0,1
2024-05-14,UK,1,2626.98,2626.98,1,0,1
2024-05-14,Canada,2,4731.02,2365.51,1,1,2
2024-11-13,Germany,1,4832.06,4832.06,0,1,1
2024-11-13,Japan,1,2051.39,2051.39,1,0,1
2024-11-13,USA,1,1690.34,1690.34,1,0,1
2024-11-13,France,1,2195.88,2195.88,1,0,1
2022-03-13,Germany,1,29.64,29.64,1,0,1
2022-03-13,USA,1,508.37,508.37,1,0,1
2022-03-13,UK,1,2506.01,2506.01,1,0,1
2024-05-19,Germany,1,4424.71,4424.71,1,0,1
2024-05-19,Japan,1,3179.36,3179.36,1,0,1
2024-05-19,Australia,1,803.9,803.9,1,0,1
2024-05-19,UK,1,4577.09,4577.09,1,0,1
2024-05-19,Canada,2,7064.08,3532.04,2,0,2
2024-05-19,USA,2,2976.91,1488.455,2,0,2
2025-01-12,Australia,1,2842.02,2842.02,1,0,1
2025-01-12,Japan,1,4322.79,4322.79,1,0,1
2025-01-12,USA,2,6926.46,3463.23,2,0,2
2024-06-03,UK,1,1039.95,1039.95,0,0,1
2024-06-03,France,1,409.87,409.87,0,0,1
2024-06-03,Japan,1,4942.18,4942.18,0,0,1
2024-06-03,USA,1,2661.37,2661.37,1,0,1
2024-06-03,Germany,1,2971.27,2971.27,1,0,1
2024-05-13,USA,1,69.29,69.29,1,0,1
2024-05-13,Canada,1,2969,2969,1,0,1
2023-05-11,USA,1,2094.04,2094.04,1,0,1
2023-05-11,France,3,10153.81,3384.6033333333335,3,0,3
2024-10-03,Australia,1,1678.64,1678.64,1,0,1
2024-10-03,Germany,1,3791.35,3791.35,1,0,1
2024-10-03,France,2,3892.08,1946.04,2,0,2
2024-04-07,Australia,2,6735.18,3367.59,2,0,2
2024-04-07,UK,2,4353.04,2176.52,2,0,2
2024-04-07,Canada,1,4167.14,4167.14,1,0,1
2025-01-14,Canada,1,92.84,92.84,1,0,1
2025-01-14,France,1,4077.56,4077.56,1,0,1
2025-01-14,UK,1,25.06,25.06,1,0,1
2025-01-14,USA,1,2002.76,2002.76,1,0,1
2025-01-14,Japan,3,5903.28,1967.7600000000002,3,0,3
2023-10-05,Australia,2,4306.27,2153.135,1,0,2
2023-10-05,Japan,2,3760.8,1880.4,2,0,2
2023-03-04,Australia,1,4885.63,4885.63,0,0,1
2023-03-04,Japan,1,3536.98,3536.98,1,0,1
2023-03-04,USA,3,8156.85,2718.95,1,2,3
2022-12-07,France,2,3962.67,1981.335,1,0,2
2022-12-07,USA,1,1739.87,1739.87,1,0,1
2022-12-07,UK,1,4616.88,4616.88,1,0,1
2023-03-01,Canada,1,2823.51,2823.51,0,0,1
2023-04-01,Canada,1,1873.62,1873.62,0,1,1
2023-04-01,France,1,3776.41,3776.41,1,0,1
2023-04-01,UK,1,1304.27,1304.27,1,0,1
2023-04-01,Japan,1,2614.16,2614.16,1,0,1
2024-09-24,USA,1,1128.96,1128.96,0,1,1
2024-09-24,Germany,1,3527.42,3527.42,1,0,1
2022-07-24,USA,2,3553.44,1776.72,1,0,2
2022-07-24,UK,1,1952.27,1952.27,1,0,1
2022-07-24,Canada,1,3289.49,3289.49,1,0,1
2022-02-02,Japan,1,1864.92,1864.92,1,0,1
2022-02-02,UK,1,4992.36,4992.36,1,0,1
2023-04-29,Japan,3,13865.25,4621.75,3,0,3
2023-04-29,UK,1,932.23,932.23,1,0,1
2022-04-13,USA,1,2882,2882,1,0,1
2022-04-13,Japan,1,4957.22,4957.22,1,0,1
2022-04-13,Canada,1,2112.63,2112.63,0,0,1
2022-04-13,France,1,1173,1173,0,0,1
2022-04-13,Australia,2,4269.13,2134.565,2,0,2
2022-04-13,Germany,2,1164.6,582.3,2,0,2
2024-05-30,France,1,4612.46,4612.46,1,0,1
2024-05-30,Japan,1,3024.35,3024.35,1,0,1
2022-03-11,UK,2,7395.34,3697.67,2,0,2
2022-03-11,France,2,5076.36,2538.18,2,0,2
2022-03-11,Australia,1,3201.9,3201.9,1,0,1
2022-10-18,Germany,1,2554.89,2554.89,1,0,1
2022-10-18,USA,1,2654.21,2654.21,1,0,1
2022-10-18,Canada,3,9842.08,3280.6933333333336,3,0,3
2024-08-18,USA,1,2365.55,2365.55,1,0,1
2024-08-18,Canada,1,1430.95,1430.95,1,0,1
2024-08-18,UK,1,3557.18,3557.18,1,0,1
2024-08-18,Germany,1,3025.15,3025.15,1,0,1
2024-08-21,USA,1,1117.07,1117.07,0,1,1
2024-08-21,France,1,4592.45,4592.45,1,0,1
2024-08-21,Germany,1,2466.78,2466.78,1,0,1
2024-08-21,Australia,2,4464.93,2232.465,1,0,2
2024-09-30,Germany,1,4958.58,4958.58,0,1,1
2024-09-30,Canada,1,3389.49,3389.49,0,0,1
2022-08-17,Canada,1,3230.38,3230.38,0,0,1
2022-08-17,Germany,1,883.21,883.21,1,0,1
2022-08-17,France,1,4792.41,4792.41,1,0,1
2022-08-17,Australia,3,3778.31,1259.4366666666667,2,1,3
2023-11-04,Japan,1,1194.24,1194.24,1,0,1
2023-11-04,UK,1,3876.7,3876.7,0,0,1
2023-11-04,USA,3,9535.21,3178.4033333333332,3,0,3
2022-12-03,USA,1,561.4,561.4,0,0,1
2022-12-03,Canada,1,1199.71,1199.71,0,0,1
2022-12-03,Australia,1,390.13,390.13,1,0,1
2022-12-03,Germany,1,3345.77,3345.77,1,0,1
2022-12-27,UK,1,1456.69,1456.69,0,1,1
2022-12-27,Japan,1,1786.8,1786.8,1,0,1
2022-12-27,Germany,2,417.04,208.52,1,0,2
2022-12-27,Australia,4,9382.8,2345.7,3,1,4
2024-07-17,UK,1,501.81,501.81,1,0,1
2024-07-17,Canada,1,755.9,755.9,1,0,1
2024-07-17,France,1,2463.03,2463.03,0,1,1
2024-07-17,Germany,1,2930.32,2930.32,0,1,1
2023-06-20,Japan,1,861.53,861.53,0,1,1
2023-06-20,UK,1,2605.3,2605.3,1,0,1
2023-06-20,France,2,2392.6,1196.3,1,1,2
2024-03-13,USA,1,2027.25,2027.25,0,0,1
2022-10-30,UK,1,3868.79,3868.79,0,0,1
2022-10-30,USA,1,3350.07,3350.07,0,0,1
2022-10-30,Australia,2,4673.16,2336.58,2,0,2
2024-03-01,Japan,2,2419.34,1209.67,2,0,2
2022-04-29,USA,1,4986.51,4986.51,1,0,1
2022-04-29,France,1,4805.06,4805.06,1,0,1
2022-04-29,Japan,1,678.6,678.6,1,0,1
2022-04-29,Australia,1,2411.29,2411.29,1,0,1
2023-11-17,Japan,1,1168.05,1168.05,0,0,1
2023-11-17,Australia,1,3272.8,3272.8,1,0,1
2023-11-17,Canada,2,5046.82,2523.41,1,1,2
2023-05-20,Germany,1,2412.45,2412.45,1,0,1
2023-05-20,Japan,1,1431.61,1431.61,1,0,1
2023-05-20,Australia,1,3997.73,3997.73,1,0,1
2023-05-20,USA,2,4136.46,2068.23,1,0,2
2024-11-02,USA,1,610.31,610.31,1,0,1
2024-11-02,Germany,1,492.42,492.42,1,0,1
2024-11-02,Australia,1,4917.97,4917.97,1,0,1
2023-09-29,Japan,1,1691,1691,0,1,1
2023-09-29,UK,1,3218.58,3218.58,0,1,1
2023-09-29,Germany,1,2449.13,2449.13,1,0,1
2023-09-29,France,1,4340.33,4340.33,1,0,1
2024-09-27,Australia,1,3472.07,3472.07,1,0,1
2024-09-27,USA,1,2742.69,2742.69,1,0,1
2024-09-27,UK,1,4773.63,4773.63,0,1,1
2022-11-15,Japan,1,1765.45,1765.45,1,0,1
2022-11-15,France,1,815.72,815.72,1,0,1
2022-11-15,Germany,1,1077.75,1077.75,1,0,1
2025-03-29,Japan,2,8018.54,4009.27,0,1,2
2025-03-29,France,2,5242.6,2621.3,2,0,2
2025-03-29,Germany,2,5412.5099999999993,2706.255,2,0,2
2022-04-26,Canada,1,2172.52,2172.52,1,0,1
2022-04-26,Australia,2,1445.96,722.98,1,0,2
2024-04-06,Germany,2,1312.36,656.18,2,0,2
2024-04-06,USA,2,5718.87,2859.435,2,0,2
2024-04-06,UK,1,1696.91,1696.91,1,0,1
2024-04-29,France,1,3983.17,3983.17,1,0,1
2024-04-29,Japan,1,4737.93,4737.93,1,0,1
2024-04-29,USA,1,4579.11,4579.11,1,0,1
2024-04-29,Australia,2,5156.91,2578.455,2,0,2
2024-10-12,USA,1,990.44,990.44,0,1,1
2024-10-12,Germany,3,5617.17,1872.39,2,0,3
2024-10-12,Japan,3,6464.65,2154.8833333333332,3,0,3
2022-11-23,USA,1,2831.82,2831.82,0,1,1
2022-11-23,UK,1,724.63,724.63,1,0,1
2022-11-23,Germany,1,961.18,961.18,1,0,1
2022-11-23,Japan,1,2653.43,2653.43,1,0,1
2024-11-04,Canada,1,1940.81,1940.81,1,0,1
2024-11-04,USA,1,686.42,686.42,1,0,1
2024-11-04,France,1,1216.45,1216.45,1,0,1
2022-12-20,Australia,1,1512.6,1512.6,0,1,1
2022-12-20,USA,1,2524.76,2524.76,1,0,1
2022-12-20,Germany,2,8450.17,4225.085,2,0,2
2023-05-10,Canada,1,4249.27,4249.27,1,0,1
2023-05-10,Germany,1,4478.43,4478.43,1,0,1
2025-03-25,Canada,1,3337.84,3337.84,0,1,1
2025-03-25,Japan,1,1187.34,1187.34,0,1,1
2025-03-25,Australia,1,2363.78,2363.78,0,0,1
2023-12-05,USA,1,231.84,231.84,1,0,1
2023-12-05,France,1,785.51,785.51,0,0,1
2023-12-05,Canada,1,851.99,851.99,0,1,1
2023-12-05,Japan,2,3110.42,1555.21,2,0,2
2023-12-05,Germany,2,4821.99,2410.995,2,0,2
2025-04-01,Germany,2,4115.88,2057.94,1,0,2
2025-04-01,France,1,4157.68,4157.68,1,0,1
2025-04-01,Australia,1,3085.39,3085.39,0,0,1
2025-04-01,Japan,1,4030.22,4030.22,0,1,1
2022-09-28,France,1,2161.98,2161.98,1,0,1
2022-09-28,Australia,1,2789.44,2789.44,1,0,1
2024-02-09,Canada,1,3912.06,3912.06,1,0,1
2024-02-09,Germany,2,4653.2300000000005,2326.6150000000002,1,1,2
2024-02-09,USA,2,2603.62,1301.81,2,0,2
2022-12-06,Canada,2,3342.0499999999997,1671.025,2,0,2
2022-12-06,Japan,1,1969.25,1969.25,1,0,1
2022-12-06,Australia,1,769.68,769.68,1,0,1
2022-12-06,France,1,1930.83,1930.83,0,1,1
2022-11-08,Germany,1,2482.29,2482.29,1,0,1
2022-11-08,Canada,1,121.71,121.71,1,0,1
2022-11-08,France,2,3195.83,1597.915,2,0,2
2024-07-28,France,1,3882.27,3882.27,0,1,1
2024-07-28,USA,1,1858.39,1858.39,0,1,1
2024-07-28,Canada,1,2186.42,2186.42,1,0,1
2024-07-28,Japan,1,3847.94,3847.94,1,0,1
2023-04-13,Canada,2,6295.28,3147.64,2,0,2
2023-04-13,USA,1,4655.52,4655.52,1,0,1
2023-04-13,Australia,1,4102.84,4102.84,0,1,1
2025-02-06,France,1,2569.63,2569.63,1,0,1
2025-02-06,Canada,1,2417.78,2417.78,1,0,1
2024-09-07,USA,1,1555.2,1555.2,1,0,1
2024-09-07,Germany,1,3920.56,3920.56,1,0,1
2022-11-24,France,1,4426.43,4426.43,1,0,1
2022-11-24,UK,1,4429.06,4429.06,1,0,1
